Date,Amount,Category
2022-03-03,24.9,Social Life
2022-03-03,1788,Beauty
2022-03-04,21.9,Social Life
2022-03-04,6462,Household
2022-03-05,25.5,Social Life
2022-03-05,5362,Gift
2022-03-06,38,Social Life
2022-03-06,8989,Allowance
2022-03-07,36.4,Social Life
2022-03-07,9594,Salary
2022-03-08,19,Social Life
2022-03-08,9173,Household
2022-03-09,18.4,Social Life
2022-03-09,2572,Transportation
2022-03-10,17.7,Social Life
2022-03-11,21.3,Social Life
2022-03-11,4895,Education
2022-03-12,25.7,Social Life
2022-03-12,9750,Apparel
2022-03-13,30.5,Social Life
2022-03-13,2593,Gift
2022-03-14,32.6,Social Life
2022-03-14,9731,Household
2022-03-15,23,Social Life
2022-03-15,4883,Household
2022-03-16,20.5,Social Life
2022-03-16,9373,Gift
2022-03-17,21.8,Social Life
2022-03-17,2756,Cash
2022-03-18,26.4,Social Life
2022-03-18,9112,Cash
2022-03-19,25.8,Social Life
2022-03-19,5508,Allowance
2022-03-20,36.7,Social Life
2022-03-20,1638,Other
2022-03-21,27.2,Social Life
2022-03-21,200,Household
2022-03-22,27.7,Social Life
2022-03-22,7446,Cash
2022-03-23,20.4,Social Life
2022-03-23,9721,Education
2022-03-24,18.8,Social Life
2022-03-24,5269,Allowance
2022-03-25,22.6,Social Life
2022-03-25,3732,Apparel
2022-03-26,32.7,Social Life
2022-03-26,7243,Education
2022-03-27,22.8,Social Life
2022-03-27,951,Food
2022-03-28,24.4,Social Life
2022-03-28,7625,Education
2022-03-29,32.6,Social Life
2022-03-30,29.1,Social Life
2022-03-30,4524,Other
2022-03-31,18.3,Social Life
2022-03-31,5374,Cash
2022-04-01,19.6,Social Life
2022-04-01,1743,Beauty
2022-04-02,28.6,Social Life
2022-04-02,7435,Allowance
2022-04-03,26.8,Social Life
2022-04-03,720,Beauty
2022-04-04,30.7,Social Life
2022-04-04,8727,Apparel
2022-04-05,16.8,Social Life
2022-04-06,16.1,Social Life
2022-04-06,2142,Education
2022-04-07,18.2,Social Life
2022-04-07,6849,Salary
2022-04-08,19.3,Social Life
2022-04-08,7699,Household
2022-04-09,19.8,Social Life
2022-04-09,9834,Gift
2022-04-10,26.8,Social Life
2022-04-10,5761,Education
2022-04-11,17.5,Social Life
2022-04-11,312,Household
2022-04-12,18.2,Social Life
2022-04-12,4368,Allowance
2022-04-13,24.9,Social Life
2022-04-13,279,Beauty
2022-04-14,27.3,Social Life
2022-04-14,386,Food
2022-04-15,24.8,Social Life
2022-04-15,107,Education
2022-04-16,18,Social Life
2022-04-17,16.8,Social Life
2022-04-17,8496,Household
2022-04-18,14.6,Social Life
2022-04-18,9332,Salary
2022-04-19,18.7,Social Life
2022-04-19,4469,Salary
2022-04-20,18.8,Social Life
2022-04-20,1672,Transportation
2022-04-21,19.5,Social Life
2022-04-21,3888,Salary
2022-04-22,21.1,Social Life
2022-04-22,846,Transportation
2022-04-23,20,Social Life
2022-04-23,291,Food
2022-04-24,18.5,Social Life
2022-04-24,4759,Transportation
2022-04-25,17,Social Life
2022-04-25,1326,Transportation
2022-04-26,16.2,Social Life
2022-04-26,4600,Education
2022-04-27,16.7,Social Life
2022-04-27,6582,Salary
2022-04-28,14.9,Social Life
2022-04-28,5892,Salary
2022-04-29,15.5,Social Life
2022-04-29,3250,Apparel
2022-04-30,15.3,Social Life
2022-04-30,7034,Cash
2022-05-01,15.7,Social Life
2022-05-01,2716,Apparel
2022-05-02,17.3,Social Life
2022-05-02,1394,Allowance
2022-05-03,17.1,Social Life
2022-05-03,3121,Transportation
2022-05-04,16.2,Social Life
2022-05-04,8141,Beauty
2022-05-05,15.4,Social Life
2022-05-05,4625,Education
2022-05-06,15,Social Life
2022-05-07,19,Social Life
2022-05-07,4261,Salary
2022-05-08,19.7,Social Life
2022-05-08,8111,Apparel
2022-05-09,19.7,Social Life
2022-05-09,3570,Beauty
2022-05-10,15.1,Social Life
2022-05-10,3261,Cash
2022-05-11,16.4,Social Life
2022-05-11,3069,Apparel
2022-05-12,21.7,Social Life
2022-05-12,3363,Other
2022-05-13,19.5,Social Life
2022-05-13,9637,Apparel
2022-05-14,17.2,Social Life
2022-05-15,16.4,Social Life
2022-05-15,2659,Allowance
2022-05-16,18,Social Life
2022-05-16,3960,Transportation
2022-05-17,19.5,Social Life
2022-05-18,16.2,Social Life
2022-05-18,3335,Transportation
2022-05-19,16,Social Life
2022-05-19,8458,Household
2022-05-20,14.4,Social Life
2022-05-20,8195,Apparel
2022-05-21,15.4,Social Life
2022-05-21,1776,Education
2022-05-22,18.2,Social Life
2022-05-22,8113,Other
2022-05-23,13.8,Social Life
2022-05-23,6162,Education
2022-05-24,16.1,Social Life
2022-05-24,502,Other
2022-05-25,13.7,Social Life
2022-05-25,6427,Cash
2022-05-26,16.8,Social Life
2022-05-26,478,Allowance
2022-05-27,15.9,Social Life
2022-05-27,7200,Salary
2022-05-28,16.7,Social Life
2022-05-28,6531,Household
2022-05-29,14.6,Social Life
2022-05-29,1273,Household
2022-05-30,15.2,Social Life
2022-05-30,8923,Apparel
2022-05-31,14,Social Life
2022-05-31,9884,Gift
2022-06-01,14.1,Social Life
2022-06-01,7167,Apparel
2022-06-02,16,Social Life
2022-06-02,6222,Food
2022-06-03,16.7,Social Life
2022-06-03,3750,Household
2022-06-04,15.2,Social Life
2022-06-04,3167,Apparel
2022-06-05,13.3,Social Life
2022-06-05,9843,Cash
2022-06-06,14,Social Life
2022-06-07,15.9,Social Life
2022-06-07,5263,Cash
2022-06-08,14.5,Social Life
2022-06-08,7316,Beauty
2022-06-09,14.2,Social Life
2022-06-09,249,Cash
2022-06-10,13,Social Life
2022-06-10,4585,Education
2022-06-11,13.7,Social Life
2022-06-11,4762,Salary
2022-06-12,14.7,Social Life
2022-06-12,9314,Salary
2022-06-13,14.6,Social Life
2022-06-13,1813,Cash
2022-06-14,13.9,Social Life
2022-06-14,486,Education
2022-06-15,14.2,Social Life
2022-06-15,1193,Cash
2022-06-16,16.8,Social Life
2022-06-16,1545,Cash
2022-06-17,14.7,Social Life
2022-06-17,8905,Allowance
2022-06-18,12.1,Social Life
2022-06-18,2684,Allowance
2022-06-19,10.2,Social Life
2022-06-19,9784,Salary
2022-06-20,10.8,Social Life
2022-06-20,3487,Allowance
2022-06-21,11.9,Social Life
2022-06-21,6314,Cash
2022-06-22,11.8,Social Life
2022-06-22,5329,Beauty
2022-06-23,12,Social Life
2022-06-23,9628,Gift
2022-06-24,12.7,Social Life
2022-06-24,1284,Salary
2022-06-25,13.6,Social Life
2022-06-25,817,Gift
2022-06-26,13,Social Life
2022-06-26,2293,Household
2022-06-27,13.1,Social Life
2022-06-27,7617,Transportation
2022-06-28,11.1,Social Life
2022-06-28,307,Cash
2022-06-29,12.8,Social Life
2022-06-29,1477,Salary
2022-06-30,13.3,Social Life
2022-06-30,1129,Salary
2022-07-01,11.7,Social Life
2022-07-01,4737,Food
2022-07-02,14.3,Social Life
2022-07-02,3588,Transportation
2022-07-03,15.4,Social Life
2022-07-03,6045,Beauty
2022-07-04,14.2,Social Life
2022-07-04,3462,Transportation
2022-07-05,13,Social Life
2022-07-05,2894,Cash
2022-07-06,13.1,Social Life
2022-07-07,12.4,Social Life
2022-07-07,2436,Education
2022-07-08,11.2,Social Life
2022-07-08,6176,Cash
2022-07-09,9.2,Social Life
2022-07-09,6218,Education
2022-07-10,12.4,Social Life
2022-07-10,9076,Food
2022-07-11,12.7,Social Life
2022-07-11,8552,Food
2022-07-12,13.7,Social Life
2022-07-13,12.7,Social Life
2022-07-13,5008,Transportation
2022-07-14,15,Social Life
2022-07-14,5262,Other
2022-07-15,16.4,Social Life
2022-07-15,8930,Education
2022-07-16,14,Social Life
2022-07-16,8625,Other
2022-07-17,13.2,Social Life
2022-07-17,2567,Education
2022-07-18,13.6,Social Life
2022-07-18,4968,Salary
2022-07-19,15.4,Social Life
2022-07-19,3161,Education
2022-07-20,13.8,Social Life
2022-07-20,1823,Education
2022-07-21,15,Social Life
2022-07-21,6466,Cash
2022-07-22,14.5,Social Life
2022-07-22,3001,Transportation
2022-07-23,14.8,Social Life
2022-07-23,7319,Allowance
2022-07-24,14,Social Life
2022-07-24,4122,Transportation
2022-07-25,8.2,Social Life
2022-07-25,343,Salary
2022-07-26,10,Social Life
2022-07-26,5985,Transportation
2022-07-27,11.2,Social Life
2022-07-27,90,Salary
2022-07-28,13.3,Social Life
2022-07-28,2145,Beauty
2022-07-29,13.7,Social Life
2022-07-29,1705,Other
2022-07-30,15,Social Life
2022-07-30,2781,Beauty
2022-07-31,12.5,Social Life
2022-07-31,3052,Salary
2022-08-01,15.3,Social Life
2022-08-01,5789,Transportation
2022-08-02,16.4,Social Life
2022-08-02,7290,Cash
2022-08-03,17.6,Social Life
2022-08-03,9758,Beauty
2022-08-04,15,Social Life
2022-08-04,9540,Household
2022-08-05,14.8,Social Life
2022-08-05,8448,Transportation
2022-08-06,13.8,Social Life
2022-08-06,3297,Transportation
2022-08-07,14.8,Social Life
2022-08-07,7610,Household
2022-08-08,16.6,Social Life
2022-08-08,9960,Apparel
2022-08-09,17.3,Social Life
2022-08-09,3337,Household
2022-08-10,12.2,Social Life
2022-08-10,8921,Apparel
2022-08-11,12.1,Social Life
2022-08-11,2356,Apparel
2022-08-12,13.9,Social Life
2022-08-12,2161,Allowance
2022-08-13,16.8,Social Life
2022-08-13,9164,Other
2022-08-14,16.8,Social Life
2022-08-14,2204,Apparel
2022-08-15,14.5,Social Life
2022-08-15,1631,Food
2022-08-16,15.1,Social Life
2022-08-16,8158,Beauty
2022-08-17,13.8,Social Life
2022-08-17,4570,Allowance
2022-08-18,13,Social Life
2022-08-18,4028,Cash
2022-08-19,14.5,Social Life
2022-08-19,8588,Allowance
2022-08-20,18,Social Life
2022-08-20,8981,Salary
2022-08-21,20.2,Social Life
2022-08-21,744,Allowance
2022-08-22,21,Social Life
2022-08-23,16.5,Social Life
2022-08-23,3636,Salary
2022-08-24,12.2,Social Life
2022-08-24,2045,Transportation
2022-08-25,15,Social Life
2022-08-25,7731,Beauty
2022-08-26,15.7,Social Life
2022-08-26,5756,Cash
2022-08-27,17.7,Social Life
2022-08-27,4563,Allowance
2022-08-28,18.9,Social Life
2022-08-28,1576,Household
2022-08-29,14.9,Social Life
2022-08-29,7511,Education
2022-08-30,11.4,Social Life
2022-08-30,1525,Beauty
2022-08-31,15.4,Social Life
2022-08-31,294,Other
2022-09-01,15.2,Social Life
2022-09-01,288,Apparel
2022-09-02,17.6,Social Life
2022-09-02,9491,Household
2022-09-03,17.2,Social Life
2022-09-03,5606,Allowance
2022-09-04,21.6,Social Life
2022-09-04,4017,Allowance
2022-09-05,18.7,Social Life
2022-09-06,13.9,Social Life
2022-09-06,9565,Allowance
2022-09-07,13.3,Social Life
2022-09-07,4374,Food
2022-09-08,14.6,Social Life
2022-09-08,6566,Gift
2022-09-09,16.5,Social Life
2022-09-10,17.7,Social Life
2022-09-10,185,Allowance
2022-09-11,13.6,Social Life
2022-09-11,5796,Allowance
2022-09-12,15.2,Social Life
2022-09-12,3477,Salary
2022-09-13,15.5,Social Life
2022-09-13,7366,Transportation
2022-09-14,16.5,Social Life
2022-09-14,8363,Education
2022-09-15,18.8,Social Life
2022-09-15,6372,Food
2022-09-16,13.6,Social Life
2022-09-16,5568,Food
2022-09-17,14,Social Life
2022-09-17,2770,Other
2022-09-18,13.8,Social Life
2022-09-18,6834,Household
2022-09-19,16,Social Life
2022-09-20,19.3,Social Life
2022-09-21,16.9,Social Life
2022-09-22,14.3,Social Life
2022-09-23,16.7,Social Life
2022-09-24,21.3,Social Life
2022-09-25,19.4,Social Life
2022-09-26,18.7,Social Life
2022-09-27,14.7,Social Life
2022-09-28,16.2,Social Life
2022-09-29,15.5,Social Life
2022-09-30,23.4,Social Life
2022-10-01,22,Social Life
2022-10-02,16.7,Social Life
2022-10-03,14.4,Social Life
2022-10-04,16.4,Social Life
2022-10-05,19.6,Social Life
2022-10-06,18.3,Social Life
2022-10-07,14.4,Social Life
2022-10-08,14.8,Social Life
2022-10-09,17.1,Social Life
2022-10-10,15.2,Social Life
2022-10-11,19.5,Social Life
2022-10-12,21.1,Social Life
2022-10-13,21.7,Social Life
2022-10-14,14.6,Social Life
2022-10-15,18.2,Social Life
2022-10-16,17.8,Social Life
2022-10-17,23.5,Social Life
2022-10-18,20.8,Social Life
2022-10-19,15.7,Social Life
2022-10-20,16.1,Social Life
2022-10-21,21,Social Life
2022-10-22,15,Social Life
2022-10-23,16,Social Life
2022-10-24,16,Social Life
2022-10-25,14.8,Social Life
2022-10-26,14.6,Social Life
2022-10-27,16.1,Social Life
2022-10-28,21.6,Social Life
2022-10-29,23.8,Social Life
2022-10-30,27,Social Life
2022-10-31,20.7,Social Life
2022-11-01,19.7,Social Life
2022-11-02,20,Social Life
2022-11-03,28.8,Social Life
2022-11-04,30,Social Life
2022-11-05,33.1,Social Life
2022-11-06,18.9,Social Life
2022-11-07,16.3,Social Life
2022-11-08,19,Social Life
2022-11-09,18.3,Social Life
2022-11-10,21.2,Social Life
2022-11-11,16.5,Social Life
2022-11-12,16.7,Social Life
2022-11-13,19.5,Social Life
2022-11-14,29.1,Social Life
2022-11-15,19.7,Social Life
2022-11-16,22.6,Social Life
2022-11-17,20.7,Social Life
2022-11-18,14,Social Life
2022-11-19,15.5,Social Life
2022-11-20,14.8,Social Life
2022-11-21,19.2,Social Life
2022-11-22,27.4,Social Life
2022-11-23,18.5,Social Life
2022-11-24,18.5,Social Life
2022-11-25,31.5,Social Life
2022-11-26,16.7,Social Life
2022-11-27,15.7,Social Life
2022-11-28,16.7,Social Life
2022-11-29,22,Social Life
2022-11-30,25.7,Social Life
2022-12-01,29.2,Social Life
2022-12-02,27.7,Social Life
2022-12-03,29.4,Social Life
2022-12-04,19.9,Social Life
2022-12-05,27.8,Social Life
2022-12-06,31.2,Social Life
2022-12-07,22.8,Social Life
2022-12-08,17.6,Social Life
2022-12-09,19.4,Social Life
2022-12-10,27.5,Social Life
2022-12-11,18.4,Social Life
2022-12-12,17.3,Social Life
2022-12-13,17.5,Social Life
2022-12-14,17.3,Social Life
2022-12-15,21.9,Social Life
2022-12-16,21.1,Social Life
2022-12-17,17.9,Social Life
2022-12-18,19.6,Social Life
2022-12-19,23.6,Social Life
2022-12-20,18.2,Social Life
2022-12-21,20,Social Life
2022-12-22,17.5,Social Life
2022-12-23,18.9,Social Life
2022-12-24,18.7,Social Life
2022-12-25,28.9,Social Life
2022-12-26,21.6,Social Life
2022-12-27,20.7,Social Life
2022-12-28,21.8,Social Life
2022-12-29,21.9,Social Life
2022-12-30,35,Social Life
2022-12-31,26,Social Life
2023-01-01,20,Social Life
2023-01-02,33.6,Social Life
2023-01-03,20.1,Social Life
2023-01-04,23.5,Social Life
2023-01-05,23.6,Social Life
2023-01-06,24.5,Social Life
2023-01-07,27,Social Life
2023-01-08,17,Social Life
2023-01-09,18.9,Social Life
2023-01-10,21.8,Social Life
2023-01-11,27.5,Social Life
2023-01-12,22.8,Social Life
2023-01-13,26.5,Social Life
2023-01-14,22.7,Social Life
2023-01-15,22.5,Social Life
2023-01-16,37.8,Social Life
2023-01-17,22,Social Life
2023-01-18,27.6,Social Life
2023-01-19,21.2,Social Life
2023-01-20,22.6,Social Life
2023-01-21,18.7,Social Life
2023-01-22,17.5,Social Life
2023-01-23,17.7,Social Life
2023-01-24,30.3,Social Life
2023-01-25,25.6,Social Life
2023-01-26,32.7,Social Life
2023-01-27,22.9,Social Life
2023-01-28,21,Social Life
2023-01-29,22.5,Social Life
2023-01-30,25.7,Social Life
2023-01-31,37.8,Social Life
2023-02-01,21.3,Social Life
2023-02-02,38.7,Social Life
2023-02-03,21.5,Social Life
2023-02-04,18.8,Social Life
2023-02-05,21.7,Social Life
2023-02-06,30.6,Social Life
2023-02-07,40,Social Life
2023-02-08,20.8,Social Life
2023-02-09,23.7,Social Life
2023-02-10,22,Social Life
2023-02-11,20.5,Social Life
2023-02-12,23.3,Social Life
2023-02-13,34.2,Social Life
2023-02-14,36.7,Social Life
2023-02-15,21.3,Social Life
2023-02-16,28.7,Social Life
2023-02-17,27.6,Social Life
2023-02-18,28.8,Social Life
2023-02-19,37,Social Life
2023-02-20,21.7,Social Life
2023-02-21,22.7,Social Life
2023-02-22,18.5,Social Life
2023-02-23,25.4,Social Life
2023-02-24,28.7,Social Life
2023-02-25,18.4,Social Life
2023-02-26,24.3,Social Life
2023-02-27,33,Social Life
2023-02-28,16.5,Social Life
2023-03-01,18,Social Life
2023-03-02,22.1,Social Life
2023-03-03,24.3,Social Life
2023-03-04,24.7,Social Life
2023-03-05,30.1,Social Life
2023-03-06,22.7,Social Life
2023-03-07,22.9,Social Life
2023-03-08,16.4,Social Life
2023-03-09,16.2,Social Life
2023-03-10,19,Social Life
2023-03-11,27,Social Life
2023-03-12,21.7,Social Life
2023-03-13,16.7,Social Life
2023-03-14,17.7,Social Life
2023-03-15,21.6,Social Life
2023-03-16,33.8,Social Life
2023-03-17,31.8,Social Life
2023-03-18,32,Social Life
2023-03-19,17.6,Social Life
2023-03-20,20.2,Social Life
2023-03-21,17.3,Social Life
2023-03-22,17,Social Life
2023-03-23,15.6,Social Life
2023-03-24,17.1,Social Life
2023-03-25,21.9,Social Life
2023-03-26,20.1,Social Life
2023-03-27,29.7,Social Life
2023-03-28,20.7,Social Life
2023-03-29,16.5,Social Life
2023-03-30,15.8,Social Life
2023-03-31,17.4,Social Life
2023-04-01,19.4,Social Life
2023-04-02,21.1,Social Life
2023-04-03,19.9,Social Life
2023-04-04,28.6,Social Life
2023-04-05,29.7,Social Life
2023-04-06,29.7,Social Life
2023-04-07,19.9,Social Life
2023-04-08,17.4,Social Life
2023-04-09,18.6,Social Life
2023-04-10,23,Social Life
2023-04-11,25.1,Social Life
2023-04-12,26.6,Social Life
2023-04-13,19,Social Life
2023-04-14,21.2,Social Life
2023-04-15,16.5,Social Life
2023-04-16,17.5,Social Life
2023-04-17,18.2,Social Life
2023-04-18,24,Social Life
2023-04-19,22.8,Social Life
2023-04-20,15.1,Social Life
2023-04-21,16.1,Social Life
2023-04-22,15.8,Social Life
2023-04-23,17,Social Life
2023-04-24,19.7,Social Life
2023-04-25,24.9,Social Life
2023-04-26,26.9,Social Life
2023-04-27,27.9,Social Life
2023-04-28,18.5,Social Life
2023-04-29,17,Social Life
2023-04-30,16.4,Social Life
2023-05-01,20.8,Social Life
2023-05-02,16.7,Social Life
2023-05-03,15.8,Social Life
2023-05-04,18.5,Social Life
2023-05-05,16.5,Social Life
2023-05-06,16.6,Social Life
2023-05-07,17.4,Social Life
2023-05-08,21.7,Social Life
2023-05-09,22.7,Social Life
2023-05-10,23.3,Social Life
2023-05-11,22.5,Social Life
2023-05-12,21.9,Social Life
2023-05-13,17.9,Social Life
2023-05-14,20.1,Social Life
2023-05-15,16,Social Life
2023-05-16,16.6,Social Life
2023-05-17,15.6,Social Life
2023-05-18,15.2,Social Life
2023-05-19,14.3,Social Life
2023-05-20,15,Social Life
2023-05-21,14.5,Social Life
2023-05-22,16.9,Social Life
2023-05-23,18.3,Social Life
2023-05-24,18,Social Life
2023-05-25,13.5,Social Life
2023-05-26,13.7,Social Life
2023-05-27,10.9,Social Life
2023-05-28,13.6,Social Life
2023-05-29,15.2,Social Life
2023-05-30,14.1,Social Life
2023-05-31,13.2,Social Life
2023-06-01,13.8,Social Life
2023-06-02,14.6,Social Life
2023-06-03,16.2,Social Life
2023-06-04,14.5,Social Life
2023-06-05,14.3,Social Life
2023-06-06,15.6,Social Life
2023-06-07,15.9,Social Life
2023-06-08,19.3,Social Life
2023-06-09,16,Social Life
2023-06-10,20.3,Social Life
2023-06-11,15.8,Social Life
2023-06-12,16.2,Social Life
2023-06-13,12.8,Social Life
2023-06-14,15,Social Life
2023-06-15,13.4,Social Life
2023-06-16,13.2,Social Life
2023-06-17,13.8,Social Life
2023-06-18,15.7,Social Life
2023-06-19,16.2,Social Life
2023-06-20,14.9,Social Life
2023-06-21,18.3,Social Life
2023-06-22,15.3,Social Life
2023-06-23,15.2,Social Life
2023-06-24,14.2,Social Life
2023-06-25,12,Social Life
2023-06-26,13.7,Social Life
2023-06-27,13.8,Social Life
2023-06-28,12.3,Social Life
2023-06-29,12.8,Social Life
2023-06-30,13.1,Social Life
2023-07-01,14.5,Social Life
2023-07-02,14,Social Life
2023-07-03,13.3,Social Life
2023-07-04,15.7,Social Life
2023-07-05,16,Social Life
2023-07-06,16.2,Social Life
2023-07-07,18,Social Life
2023-07-08,16.3,Social Life
2023-07-09,15.8,Social Life
2023-07-10,13.3,Social Life
2023-07-11,13.7,Social Life
2023-07-12,11.5,Social Life
2023-07-13,13.7,Social Life
2023-07-14,12.3,Social Life
2023-07-15,12.6,Social Life
2023-07-16,12.7,Social Life
2023-07-17,14.8,Social Life
2023-07-18,14.9,Social Life
2023-07-19,12,Social Life
2023-07-20,12.8,Social Life
2023-07-21,12.4,Social Life
2023-07-22,13,Social Life
2023-07-23,13.1,Social Life
2023-07-24,12.9,Social Life
2023-07-25,13.8,Social Life
2023-07-26,15.2,Social Life
2023-07-27,13.1,Social Life
2023-07-28,11.1,Social Life
2023-07-29,10.8,Social Life
2023-07-30,13.1,Social Life
2023-07-31,15,Social Life
2023-08-01,15.7,Social Life
2023-08-02,16.4,Social Life
2023-08-03,14.1,Social Life
2023-08-04,15.5,Social Life
2023-08-05,14.8,Social Life
2023-08-06,13.9,Social Life
2023-08-07,15.4,Social Life
2023-08-08,14.8,Social Life
2023-08-09,10.9,Social Life
2023-08-10,12.9,Social Life
2023-08-11,12.8,Social Life
2023-08-12,18.6,Social Life
2023-08-13,14.6,Social Life
2023-08-14,18,Social Life
2023-08-15,18.5,Social Life
2023-08-16,11.8,Social Life
2023-08-17,13.3,Social Life
2023-08-18,14.5,Social Life
2023-08-19,14,Social Life
2023-08-20,13.3,Social Life
2023-08-21,15,Social Life
2023-08-22,18.4,Social Life
2023-08-23,13.6,Social Life
2023-08-24,15.3,Social Life
2023-08-25,16.1,Social Life
2023-08-26,19,Social Life
2023-08-27,15.5,Social Life
2023-08-28,16.2,Social Life
2023-08-29,14.9,Social Life
2023-08-30,17.9,Social Life
2023-08-31,10.1,Social Life
2023-09-01,12.1,Social Life
2023-09-02,13.1,Social Life
2023-09-03,12.9,Social Life
2023-09-04,15.4,Social Life
2023-09-05,15.6,Social Life
2023-09-06,14,Social Life
2023-09-07,14.2,Social Life
2023-09-08,17.4,Social Life
2023-09-09,14,Social Life
2023-09-10,13.6,Social Life
2023-09-11,15.7,Social Life
2023-09-12,14,Social Life
2023-09-13,15,Social Life
2023-09-14,16.4,Social Life
2023-09-15,15.1,Social Life
2023-09-16,17.1,Social Life
2023-09-17,18.9,Social Life
2023-09-18,23.8,Social Life
2023-09-19,25.9,Social Life
2023-09-20,15,Social Life
2023-09-21,17,Social Life
2023-09-22,19,Social Life
2023-09-23,26.5,Social Life
2023-09-24,26.9,Social Life
2023-09-25,23.7,Social Life
2023-09-26,30.7,Social Life
2023-09-27,29.6,Social Life
2023-09-28,25.9,Social Life
2023-09-29,20.2,Social Life
2023-09-30,14.8,Social Life
2023-10-01,13.9,Social Life
2023-10-02,15.7,Social Life
2023-10-03,22.8,Social Life
2023-10-04,18.7,Social Life
2023-10-05,17,Social Life
2023-10-06,19,Social Life
2023-10-07,14.1,Social Life
2023-10-08,17.6,Social Life
2023-10-09,19,Social Life
2023-10-10,15.8,Social Life
2023-10-11,12.9,Social Life
2023-10-12,14.5,Social Life
2023-10-13,15.9,Social Life
2023-10-14,21.9,Social Life
2023-10-15,24.1,Social Life
2023-10-16,19.4,Social Life
2023-10-17,15.4,Social Life
2023-10-18,17.6,Social Life
2023-10-19,20.5,Social Life
2023-10-20,19.4,Social Life
2023-10-21,18,Social Life
2023-10-22,16.8,Social Life
2023-10-23,15.8,Social Life
2023-10-24,16,Social Life
2023-10-25,22.1,Social Life
2023-10-26,26.8,Social Life
2023-10-27,26.3,Social Life
2023-10-28,17.5,Social Life
2023-10-29,19,Social Life
2023-10-30,30.3,Social Life
2023-10-31,32.7,Social Life
2023-11-01,35,Social Life
2023-11-02,36.1,Social Life
2023-11-03,18.1,Social Life
2023-11-04,18.1,Social Life
2023-11-05,16.8,Social Life
2023-11-06,18.6,Social Life
2023-11-07,20.5,Social Life
2023-11-08,27.8,Social Life
2023-11-09,18.8,Social Life
2023-11-10,16.8,Social Life
2023-11-11,17.2,Social Life
2023-11-12,19.6,Social Life
2023-11-13,18.8,Social Life
2023-11-14,18.5,Social Life
2023-11-15,19.8,Social Life
2023-11-16,30.5,Social Life
2023-11-17,28.3,Social Life
2023-11-18,32.6,Social Life
2023-11-19,30.1,Social Life
2023-11-20,19.8,Social Life
2023-11-21,19.9,Social Life
2023-11-22,23.8,Social Life
2023-11-23,24.3,Social Life
2023-11-24,17.4,Social Life
2023-11-25,18.2,Social Life
2023-11-26,18.4,Social Life
2023-11-27,16.9,Social Life
2023-11-28,24,Social Life
2023-11-29,32.8,Social Life
2023-11-30,18.9,Social Life
2023-12-01,15.5,Social Life
2023-12-02,16,Social Life
2023-12-03,16.6,Social Life
2023-12-04,20.8,Social Life
2023-12-05,19.6,Social Life
2023-12-06,18.5,Social Life
2023-12-07,17.6,Social Life
2023-12-08,20.8,Social Life
2023-12-09,21.5,Social Life
2023-12-10,25,Social Life
2023-12-11,21.2,Social Life
2023-12-12,22.6,Social Life
2023-12-13,25.6,Social Life
2023-12-14,25.1,Social Life
2023-12-15,32.5,Social Life
2023-12-16,27.8,Social Life
2023-12-17,21.5,Social Life
2023-12-18,20.7,Social Life
2023-12-19,19.9,Social Life
2023-12-20,18.4,Social Life
2023-12-21,22.3,Social Life
2023-12-22,24.6,Social Life
2023-12-23,25.6,Social Life
2023-12-24,19,Social Life
2023-12-25,18.7,Social Life
2023-12-26,29.2,Social Life
2023-12-27,31.8,Social Life
2023-12-28,18.4,Social Life
2023-12-29,19.2,Social Life
2023-12-30,30.8,Social Life
2023-12-31,32.2,Social Life
2024-01-01,22,Social Life
2024-01-02,21.4,Social Life
2024-01-03,20,Social Life
2024-01-04,20.6,Social Life
2024-01-05,22.2,Social Life
2024-01-06,30,Social Life
2024-01-07,40.4,Social Life
2024-01-08,26.3,Social Life
2024-01-09,39,Social Life
2024-01-10,30.6,Social Life
2024-01-11,39.2,Social Life
2024-01-12,37.8,Social Life
2024-01-13,28.8,Social Life
2024-01-14,30.8,Social Life
2024-01-15,38.7,Social Life
2024-01-16,25.2,Social Life
2024-01-17,20.6,Social Life
2024-01-18,21,Social Life
2024-01-19,25.6,Social Life
2024-01-20,36.2,Social Life
2024-01-21,24.9,Social Life
2024-01-22,26.2,Social Life
2024-01-23,20,Social Life
2024-01-24,19.7,Social Life
2024-01-25,20.3,Social Life
2024-01-26,25.1,Social Life
2024-01-27,29.1,Social Life
2024-01-28,37.5,Social Life
2024-01-29,39.2,Social Life
2024-01-30,33.7,Social Life
2024-01-31,19.5,Social Life
2024-02-01,19.9,Social Life
2024-02-02,21,Social Life
2024-02-03,20.3,Social Life
2024-02-04,22.6,Social Life
2024-02-05,32.9,Social Life
2024-02-06,21.3,Social Life
2024-02-07,19.5,Social Life
2024-02-08,19.2,Social Life
2024-02-09,22,Social Life
2024-02-10,27.2,Social Life
2024-02-11,32.2,Social Life
2024-02-12,25.4,Social Life
2024-02-13,25,Social Life
2024-02-14,25.2,Social Life
2024-02-15,26.7,Social Life
2024-02-16,25.3,Social Life
2024-02-17,29.9,Social Life
2024-02-18,27.6,Social Life
2024-02-19,20.6,Social Life
2024-02-20,21,Social Life
2024-02-21,21.6,Social Life
2024-02-22,24,Social Life
2024-02-23,23.8,Social Life
2024-02-24,21.9,Social Life
